id,name,category,ingredients,instructions,nutrition
hot_food_26,"Семга, запеченная в фольге",hot_food,"Семга (стейки, берем нужное кол-во) — 4 шт; Лимон — 0,5 шт; Сыр мягкий (можно Эдам, Гауду) — 150 г; Помидор (из расчета 1 помидор на 1 большой стейк) — 4 шт; Укроп (другую зелень в этом не использовать) — 1 пуч.; Приправа (к рыбе, по желанию, часто делаю без нее) — 1 ч. л.; Соль (по вкусу) — 0,5 ч. л.; Майонез — 4 ч. л.; Масло растительное (любое, но главное - без запаха) — 2 ч. л.","Все ингредиенты, которые нам понадобятся. Помидоры, укроп обмыть, обсушить, стейки семги тоже.; Семгу немного присолим, если есть приправа для рыбы, то добавляем ее (обычно я использую ""лимонная приправа к рыбе"" от Санта Мария)и на все 4 стейка выдавливаем сок половины лимона.; Помидоры разрезаем на кружки, натираем на крупной терке сыр (вообще можно брать любой, иногда, я использую даже Российский, главное, чтобы он плавился хорошо). С укропа отрезаем жесткие ножки (оставляем только веточки); Берем фольгу, сворачиваем в два слоя и делаем такие кармашки, берем с запасом, т. к. верхушку нужно нам будет закрыть, когда кармашек заполним.; Кармашек смазываем растительным маслом.!!! Именно смазываем, т. к. лишнее масло нам не нужно, нам главное, чтобы не прилипло. Просто сама по себе рыба жирная и даст свой жир (даже если вы будете использовать форель (которая менее жирная, чем семга). Выкладываем в каждый кармашек по одному стейку.; Сверху выкладываем веточки укропа.; Затем кружки помидоров.; Посыпаем сыром. Натерев его, можно на минут 10 поставить в морозилку и тогда обсыпать будет легче, натертый сыр не будет слипаться.; Чуть смазываем майонезом (на фото он просто выдавлен, его еще нужно вилкой разровнять). Делаем это для того, чтобы в финале у нас получилась красивая и не резиновая верхушечка.; Хорошенько защипываем края и ставим в духовку (на температуру, на которой вы печете пироги или делаете мясо по-французски))) Просто термометра у меня нет. Где-то на 30 минут, не больше, за 7 минут до готовности аккуратно (! горячий пар) расщепляем края и даем поджариться верхушке, как будет красивый золотистый цвет - вытаскиваем и подаем к столу))) Я прям в фольге и подаю, очень сытная рыба, что даже гарнир никакой не делаю, только овощной салатик.; Вот, что в итоге получилось. Надеюсь, вам понравился мой рецепт.","{""calories"": ""53198.5 ккал"", ""protein"": ""5003.7 г"", ""fat"": ""3677.2 г"", ""carbohydrates"": ""26 г""}"
hot_food_27,Рис по-индийски и все его тайны,hot_food,"Рис (длиннозёрный рис сорта ""Басмати"") — 1 стак.; Масло сливочное (как и в любых блюдах, желательно использовать свежее, качественное, с высокой жирностью сливочное масло) — 1/2 ч. л.; Соль (обычная поваренная соль) — 1/2 ч. л.; Перец черный (молотый) — 1/8 ч. л.; Куркума (без этой чудесной специи никуда) — 1/4 ч. л.; Вода (желательно, конечно, использовать только чистую воду, не из-под крана) — 2 стак.","Вот он, наш главный герой - рис ""Басмати""! На хинди ""Басмати"" означает ""ароматный"". Этот уникальный сорт риса с чудесным ароматом, который сохраняется даже после варки используют в Индии и Пакистане на протяжении многих веков. Попробуйте ""Басмати"" хотя бы один раз и вы уже никогда от него не откажитесь!; Итак, всё начинается с промывки риса. Промывать его надо только холодной водой, перетирая между пальцами и ладонью. На фотографии я вынул руку из чашки, чтобы показать, как это делается, но на самом деле, рука должна быть в чашке или под струёй воды.; Смените воду несколько раз и повторяйте процесс, пока она не станет чистой, как на фотографии. Промывка риса позволяет удалить с его поверхности частицы рисовой муки, остатки шелухи и крупицы мусора, если таковые имеются. Промывайте рис всегда, даже, если он самый дорогой и качественный. Далее рис необходимо немного просушить.; Теперь вскипятите в отдельной кастрюле или чайнике воду. А пока она закипает, растопите сливочное масло в толстостенной кастрюле, всыпьте туда соль, специи, рис и немножко его поджарьте при постоянном помешивании. Секрет здесь в том, что при тщательном перемешивании, каждая рисинка покрывается маслом и при варке они остаются раздельными, что в итоге позволяет получить прекрасный рассыпчатый рис. При поджаривании процесс имеет две стадии - сначала рис станет прозрачным, а потом приобретёт молочный цвет. На этом этапе следует остановиться и перейти к следующему шагу.; Как только рис побелеет, влейте в него кипящую воду, убавьте огонь до минимума и накройте крышкой.; Теперь очень важно не открывать крышку и не трогать рис, пока он не сварится. На это уйдёт минут 10-15.; Ну вот, наш рис готов! Остаётся добавить, что раскладывать рис в тарелки следует деревянной ложкой, чтобы не повредить рисинки и не испортить их внешний вид.; Надеюсь, вам понравилось. С вами был Aron-Space. Приятного аппетита!","{""calories"": ""706.9 ккал"", ""protein"": ""19.2 г"", ""fat"": ""7.5 г"", ""carbohydrates"": ""140.4 г""}"
hot_food_28,"Картофель ""Гармошка""",hot_food,"Картофель (молодой, 6 небольших ) — 500 г; Шампиньоны (свежие) — 70 г; Масло растительное; Зелень (укроп, петрушка); Соль (по вкусу); Перец черный (молотый, по вкусу)","Грибы мелко порезать, добавить рубленную зелень, слегка присолить и поперчить.; Если картофель молодой, хорошо промыть и не очищать. В каждой картошке сделать глубокие надрезы (не прорезая до конца). В картошку, аккуратно отодвигая надрезанные пласты, вложить грибную начинку.; Так поступить со всеми картофелинами. Работа кропотливая и требующая терпения. Но результат того стоит:); Начиненную картошку выложить на противень (я застелила его фольгой) и слегка полить маслом. В рецепте давалось сливочное мало, но я предпочитаю растительное, поэтому слегка сбрызнула оливковым. Запекать в духовку 30 минут, накрыв фольгой. После снять фольгу и зарумянить.; Картошка-гармошка готова, можно подавать. Приятного аппетита!","{""calories"": ""566.8 ккал"", ""protein"": ""14.3 г"", ""fat"": ""11.4 г"", ""carbohydrates"": ""101.8 г""}"
hot_food_29,Мясо по-грузински,hot_food,"Мясо (у меня свинина) — 1 кг; Мед (лучше жидкий) — 1-2 ст. л.; Сок лимонный — 1 ст. л.; Сметана — 1 ст. л.; Зелень (петрушка, укроп, кинза, базилик, розмарин)","Вот то, что нам надо.; Мясо режем крупными кусками, зелень режем не очень мелко. Из зелени у меня свежие были укроп и петрушка, а базилик и розмарин я взяла сухой, где-то по 1 ч. л с горкой. Кинзу я заменила на молотый кориандр (т. к. в натуре я ее не люблю); В тарелке смешиваем нашу зелень (свежую и сушеную)+ кориандр+соль+перец. Можно еще добавить какие-то специи кавказкой кухни (я не клала, не было их у меня); Теперь к мясу добавляем нашу смесь из зелени и специй + мед+ сок лимона.; Все хорошо перемешать и в холодильник на несколько часов.; Достаем из холодильника, добавляем сметану; Хорошо перемешиваем и выкладываем в смазанную маслом форму. Ставим в духовку где-то на 1 час, может, чуть больше. И до готовности выпекаем.; И вот наше мяско. Приятного аппетита. Подавать с зеленью и овощами.","{""calories"": ""2211.2 ккал"", ""protein"": ""2.3 г"", ""fat"": ""6.2 г"", ""carbohydrates"": ""36.2 г""}"
hot_food_30,"Картофель ""Анна""",hot_food,Перец черный — по вкусу; Соль — по вкусу; Масло сливочное (растопленное) — 30 г; Картофель — 400 г,"Картофель помыть и очистить.; В кастрюлю налить холодную воду, посолить, добавить картофель. Поставить на огонь и довести до кипения. Варить картофель 3 минуты с момента закипания воды, снять с огня.; Воду слить через дуршлаг, картофель слегка остудить, чтобы был не очень горячим при нарезке.; Картофель нарезать тонкими пластинками.; Можно использовать отдельные формочки или одну большую форму. Смазать хорошенько сливочным маслом. И выложить картофель таким образом: в центр выложить пластинку картофеля, следующие пластинки выкладывать внахлест, как лепестки цветка. Выложить первый слой, посолить, поперчить.; Затем выложить второй слой, посолить, поперчить и так далее, пока не заполним форму.; Из данного количества продуктов вышло 3 индивидуальные формочки. Если вы собираетесь готовить на бОльшее количество персон, то продукты следует увеличить.; Сливочное масло растопить и залить им картофель.; Духовку разогреть до 220 градусов.; Выпекать около 40 минут для маленьких формочек или около 1 часа для большой формы. Картофель должен хорошенько зарумяниться. Картофель вынуть из духовки, перевернуть на блюдо и подавать.","{""calories"": ""576.7 ккал"", ""protein"": ""8.2 г"", ""fat"": ""25.2 г"", ""carbohydrates"": ""79.1 г""}"
hot_food_31,Куриные котлеты,hot_food,"Филе куриное — 1 кг; Лук репчатый (средний) — 4 шт; Яйцо куриное — 4-5 шт; Крупа манная (можно по желанию взять крахмал) — 7 ст. л.; Сметана (или майонез, можно пополам) — 6 ст. л.; Приправа (для курицы) — по вкусу; Соль — по вкусу; Масло растительное (для жарки)","Вот такие продукты нам понадобятся.; Куриное филе режем меленькими кусочками.; Лук тоже мелко режем.; Филе и лука должно быть приблизительно поровну.; Далее перемешиваем эту массу, добавляем манку, яйца и сметану или майонез (можно брать пополам, я последний раз брала сметану), опять всё перемешиваем очень хорошо, туда же приправу и соль.; Этой массе даём постоять в холодильнике 30-40 минут. Затем нагреваем сковородку, наливаем растительное масло и столовой ложкой выкладываем котлетки.; Поджариваем одну сторону, затем переворачиваем и жарим другую. Жарятся очень быстро.; Котлет получается много.","{""calories"": ""2588.3 ккал"", ""protein"": ""287.6 г"", ""fat"": ""77.3 г"", ""carbohydrates"": ""169.4 г""}"
hot_food_32,"Корейское блюдо ""Хе"" из мяса",hot_food,"Масло растительное (оливковое или подсолнечное); Уксус (20%) — 3 ст. л.; Соевый соус (чем качественней, тем лучше, но можно обойтись и вообще без него) — 1 ст. л.; Лук репчатый (среднего размера) — 1 шт; Морковь (свежая) — 350 г; Мясо (говядина, свинина и т.п.) — 400 г; Зелень (лук, укроп, петрушка); Перец черный (молотый и красный ""Чили""); Соль",,"{""calories"": ""1070.3 ккал"", ""protein"": ""7.7 г"", ""fat"": ""10.6 г"", ""carbohydrates"": ""38.8 г""}"
hot_food_33,Мясо по-японски,hot_food,Говядина — 1 кг; Капуста белокочанная / Капустa — 0.5 вилок; Лук репчатый — 2 шт; Перец болгарский — 2 шт; Кунжут — 5 стак.; Соевый соус; Масло подсолнечное,"Подготовить все ингредиенты. Мясо хорошо промыть, положить в ёмкость и залить минеральной водой (я это сделала с вечера) поставить в прохладное место.; Мясо порезать брусочками поперёк волокон, как на бефстроганов.; Лук порезать тонко полукольцами. Капусту тонкими полосочками длинной ~7-8 см,затем немного присолить и слегка отжать. Перец - брусочками (я резала крупно).; Смешать масло и соевый соус, довести до кипения. В кипящее масло кладём мясо и жарим до образования румяной корочки.; К мясу кладём лук, жарим до золотистого цвета.; Когда лук обжарится, добавляем кунжут.; Добавляем болгарский перец.; Когда перец немного обжарится, убавить огонь и добавить капусту. Жарить до готовности капусты.; Всё жарить на сильном огне постоянно перемешивая. Не солить, крышкой не накрывать. Получилась вот такая красота и вкуснота. ПРИЯТНОГО АППЕТИТА!!!","{""calories"": ""11510.5 ккал"", ""protein"": ""527.3 г"", ""fat"": ""928.4 г"", ""carbohydrates"": ""262.8 г""}"
hot_food_34,"Рыба ""Волшебная золотая рыбка""",hot_food,"Рыба (филе любой рыбы) — 250 г; Картофель (среднего размера) — 2 шт; Лук репчатый (среднего размера) — 1 шт; Помидор (небольшого размера) — 1/2 шт; Сыр твердый (тертый) — 50 г; Майонез (прекрасно подойдёт майонез ""Провансаль""); Сок лимонный (свежевыжатый); Соевый соус; Соль; Зелень (свежая); Специи","Для начала давайте приготовим всё необходимое. Все ингредиенты здесь очень простые и доступные.; Сначала нам необходимо замариновать филе рыбки примерно на пол часа. Для этого полейте рыбку соевым соусом и лимонным соком. Рыбку можно использовать любую, лишь бы она была без костей.; Затем посыпьте солью, чёрным и красным (острым) перцем, куркумой (не обязательно) и каким-нибудь готовым набором специй (по желанию). Маринуйте около получаса.; Приготовьте посуду, в которой будете запекать нашу рыбку. Выложите на дно нарезанную тонкими ломтиками картошечку. Чем тоньше порежете, тем лучше она пропечётся. А сверху выложите лучок, нарезанный полукольцами.; Посолите, поперчите, посыпьте зеленью и специями.; Положите сверху рыбку.; Теперь добавьте помидорку и сверху выложите лучком.; Снова положите картошечку и посыпьте сверху солью, зеленью и специями.; Полейте майонезом; И посыпьте натёртым на мелкой тёрке сыром. Поместите всю эту красоту в духовку и запекайте при температуре 180 градусов около 45 минут.; Спустя 45 минут, достаём наше чудо из духовочки и несколько минут любуемся его красотой и наслаждаемся чудесным ароматом. :-); Выкладываем в тарелочки и поглощаем всю эту вкуснейшую прелесть с огромным удовольствием. Будьте счастливы и здоровы! Приятного аппетита!","{""calories"": ""755.9 ккал"", ""protein"": ""64.5 г"", ""fat"": ""21.6 г"", ""carbohydrates"": ""76 г""}"
hot_food_35,"Картофель с грибами в горшочке ""Сливочный""",hot_food,"Картофель — 1 кг; Лук репчатый — 1 шт; Шампиньоны — 300 г; Сливки (10%) — 250 мл; Специи (соль, перец, мускатный орех, кориандр, имбирь - по вкусу); Сыр твердый — 100 г","Приблизительный набор продуктов.; Картофель нарезать кружками.; Лук соломкой.; Грибы на половинки (крупные на четвертинки).; Уложить в горшочек слоями. Сначала картофель, потом лук и грибы. Слои распределить так, чтобы получилось по два слоя картофеля, лука и грибов в одном горшочке.; Приготовить заливку. В сливки добавить соль, перец и специи.; Залить каждый горшочек.; Поставить горшочки в разогретую до 200 градусов духовку и готовить минут 30-40.; Минут за 5 до готовности посыпать тёртым сыром, и оставить в духовке.; У меня даже не получилось украсить. Не успела я оглянуться, горшочков не стало... ПРИЯТНОГО АППЕТИТА!!!","{""calories"": ""1964.1 ккал"", ""protein"": ""61.7 г"", ""fat"": ""92.7 г"", ""carbohydrates"": ""223 г""}"
hot_food_36,Горшочки с овощами и говядиной,hot_food,"Говядина — 500 г; Картофель — 1 кг; Лук репчатый — 3 шт; Морковь — 2 шт; Шампиньоны — 200 г; Сало — 200 г; Масло сливочное — 4 ч. л.; Соль (для блюда и для ""крышки"" - по вкусу); Перец черный; Петрушка; Укроп; Вода; Кефир (для крышки) — 1 стак.; Яйцо куриное (для крышки) — 1 шт; Маргарин (для крышки) — 100 г; Сахар (для крышки) — 0,5 ч. л.; Сода (для крышки) — 0,5 ч. л.; Мука пшеничная / Мука (для крышки)","Все необходимые продукты помыть, почистить и нарезать: мясо, сало, лук, картофель - кубиками морковь натереть на мелкой терке грибы нарезать пластинками; Теперь складываем все в сыром виде в горшочки слоями: 1 слой - говядина; 2 слой - сало; Солим слегка; Перчим по вкусу и перемешиваем; 3 слой - лук; 4 слой - морковь; 5 слой - грибы; 6 слой - картофель; Сверху в каждый горшочек положить по 1 чайной ложке сливочного масла; Немного зелени петрушки и укропа; Далее в литровую банку наливаем воду и растворяем в ней соль по вкусу и заливаем эту водичку в горшочки; Теперь готовим тесто для крышек: смешиваем кефир, яйцо, маргарин, соль, сахар, соду; Добавляем муку и замешиваем плотное тесто; Делим его на 4 части, придаем руками каждой части форму круга, накрываем тестом горшочек сверху и залепливаем как вареники. Ставим горшки в духовку на 1-1,5 часа при температуре 200 градусов; Достаем, проверяем готовность; И подаем к столу со сметаной.","{""calories"": ""4536.3 ккал"", ""protein"": ""154.8 г"", ""fat"": ""327.2 г"", ""carbohydrates"": ""253.5 г""}"
hot_food_37,"Свинина ""Звуки Франции""",hot_food,"Свинина (без кости) — 900 г; Помидор (крупный) — 3 шт; Лук репчатый (крупный) — 1 шт; Шампиньоны (свежие) — 300 г; Молоко — 1 л; Масло сливочное — 100 г; Мука пшеничная / Мука (""с горкой"") — 3 ст. л.; Соль (по вкусу); Перец черный (молотый, по вкусу); Орех мускатный (молотый, по вкусу); Сыр твердый (немного, для посыпки); Зелень (свежая, для украшения)","Приготовим соус ""Бешамель"", для этого: в сотейник (или сковородку с толстым дном, чтобы соус не подгорел) кладем масло, муку, щепотку мускатного ореха, ставим на огонь и готовим, постоянно помешивая, до полного растворения масла.; Затем постепенно вливаем тонкой струйкой молоко, не забываем помешивать соус и готовим на среднем огне до густоты сметаны. Готовый соус по вкусу солим и перчим.; В форму для запекания (у меня силиконовая, ее нужно просто слегка сбрызнуть водой, но можно взять стеклянную, керамическую или тефлоновую) выкладываем слой порезанных дольками томатов.; Поливаем слегка соусом.; Теперь слой порезанных грибочков (тоже смазываем соусом).; Слой порезанного тоненькими полукольцами лучка.; Слой свининки.; Заливаем все оставшимся соусом, накрываем фольгой и отправляем в разогретую до 220С духовку на часик-полтора.; Готовое блюдо переворачиваем на большую тарелку (будет много сока, так что надо это делать над раковиной).; Посыпаем тертым сыром и зеленью... Приятнейшего Вам аппетита! :) P.S.... мужчины приходят от этого блюда в состояние дикого восторга... ;-)","{""calories"": ""3934.1 ккал"", ""protein"": ""199.2 г"", ""fat"": ""288 г"", ""carbohydrates"": ""147.8 г""}"
hot_food_38,Говядина в соевом соусе за 25 минут,hot_food,Говядина — 500 г; Лук репчатый (крупный) — 1 шт; Перец красный жгучий (по вкусу) — 1 шт; Соевый соус — 75-100 мл; Чеснок — 2 зуб.,"Мясо нарезать поперек волокон тоненькими кусочками шириной 1.5 см и длиной 4 см (как на бефстроганов). Чем тоньше будут кусочки, тем быстрее приготовится мясо. Этот шаг я забыла сфотографировать. Положить в емкость для маринования, лучше высокую, как у меня.; Залить соевым соусом так, чтобы он полностью закрывал мясо. Поставить мариноваться в холодильник на 3-4 часа, лучше на ночь. Я обычно мариную вечером, а на следующий день после работы готовлю.; Лук и чеснок нарезать мелкими кубиками.; Обжарить их на сильном огне до прозрачности. Если вы хотите острое мясо, то нарежьте горький перец колечками и жарьте вместе с луком и чесноком. В этот раз я делала без перца.; Добавить замаринованное мясо вместе с соевым соусом и перемешать с луком и чесноком.; Тушить на сильном огне 15-20 минут, сначала помешивая, пока мясо не пустит сок, а потом накрыв крышкой. При необходимости добавлять при тушении мяса воду. Обычно мясо пускает достаточно сока, но если Вы хотите побольше подливы, то вода не помешает. Так же водой регулируем вкус блюда на соль, поскольку вкусовые пристрастия по соли у всех разные.; Через 15 минут блюдо готово. Подавать с любым гарниром или овощами. Время приготовления еще может зависеть от качества мяса (говядина это или телятина). Но даже старая говядина не тушится больше 25 минут. Главное, не передержать, иначе мясо будет ""разваливаться"". На основе этого рецепта можно приготовить не только обыденное мясо, но и нечто более изысканное, только с условием, что это приготовлено на один раз. Просто добавьте нарезанные крупными кусочками болгарский перец и свежий огурец (размером 2 х 2), и потушите еще 1 минуту сверху. В этом случае блюдо нужно подавать либо с рисом, либо со свежими овощами. Приятного аппетита. P.S. Таким же образом можно мариновать и свинину. Иногда я для разнообразия мариную так говяжьи медальоны.","{""calories"": ""1095.5 ккал"", ""protein"": ""102.3 г"", ""fat"": ""62.3 г"", ""carbohydrates"": ""33.9 г""}"
hot_food_39,Очень ленивые голубцы в духовке,hot_food,Капуста белокочанная / Капустa — 1 кг; Рис — 2/3 стак.; Фарш мясной — 600 г; Морковь — 2 шт; Лук репчатый — 1 шт; Зелень; Перец болгарский (необязательно) — 1 шт; Томаты в собственном соку — 400 г; Сметана — 3 ст. л.; Специи,"Капусту нарежем и обжарим в течениe 5 минут с морковкой и луком (можно добавить болгарский перец по желанию) в небольшом количестве растительного масла; Рис отварим до полуготовности смешаем с фаршем. Солим. Перчим.; В форму выкладываем половину капусты; Затем фарш. Затем снова капусту; Томаты в собственном соку (небольшая банка) порубим на кусочки.. солим-перчим, добавляем рубленую зелень и сметану. (Томаты берем вместе с соком). Все хорошо перемешаем; И заливаем соусом нашу запеканку. Накрываем фольгой и ставим в разогретую до 220 градусов духовку на 40-45 минут. Последние 10 минут запекаем без фольги","{""calories"": ""2706.5 ккал"", ""protein"": ""67.8 г"", ""fat"": ""32.2 г"", ""carbohydrates"": ""363.7 г""}"
hot_food_40,Ленивые вареники,hot_food,Творог — 250 г; Яйцо куриное — 1 шт; Сахар — 2 ч. л.; Мука пшеничная / Мука — 3 ст. л.; Соль,"В мисочку выкладываем творог; Вбиваем яйцо, присаливаем, добавляем сахар; Добавляем 3 ложки муки и хорошо вымешиваем; Ставим кастрюльку на огонь, воды должно быть немного, потому как в воду уходит вкус, варить нам их от силы 5 минут, не выкипит; На присыпанной досочке раскатываем колбаску из теста (я беру половину, потом еще половину), нарезаем кусочками и каждый кусочек скатываем в шарик; Вода закипела - добавляем туда полложки сахара; И соли на кончике ложки; Кидаем варенички; Закипели, всплыли - через 5 минут готово!; Можно добавить маслица, или кушать со сметанкой, или с вареньем... кто как любит. Приятного аппетита!","{""calories"": ""734.1 ккал"", ""protein"": ""60.9 г"", ""fat"": ""12.1 г"", ""carbohydrates"": ""96 г""}"
hot_food_41,Мититеи,hot_food,"Свинина (свежая) — 700 г; Говядина (свежая) — 300 г; Соль — по вкусу; Перец черный (молотый, по вкусу; горошек - 10-15 шт.); Сода (на кончике ножа); Крахмал (примерно) — 1,5-2 ст. л.; Молоко — 0,5-1 стак.; Лук репчатый (для тушения - 1 шт.; при подаче на стол - 1шт.) — 2 шт; Лист лавровый — 2-3 шт; Чеснок (у меня ушло 8 зубчиков, смотря какой чеснок) — 5-10 зуб.","Начнем с приготовления фарша: мясо надо брать свежее, не замороженное, не готовый фарш, а именно мясо. Пропорция примерно 700 г. свинины к 300 г. говядины, можно варьировать + -. Я беру свиную шею (она и не постная и не сильно жирная) и постную говядину. Дважды пропускаем через мелкую мясорубку. На фото необходимые продукты для фарша (я к этому времени мясо уже перемолола).; Далее в фарш добавляем щепотку соды (или на кончике ножа), соль, перец по вкусу, примерно 1,5-2 ложки крахмала и измельченный чеснок (кол-во чеснока зависит от остроты, у меня был не очень острый чеснок и зубцы маленькие, поэтому штук 8-10! А бывает ядреный чеснок, очень острый и ароматный, тогда надо меньше! Ориентируйтесь на свой вкус!). Постепенно замешивая фарш, добавляем молоко. У меня ушел весь стакан. Отбиваем наш фарш, накрываем пленкой и отправляем в холод на пару часов.; Затем достаем фарш и начинаем делать мититеи. Я достаю нож и сеточку из мясорубки, вставляю насадку для колбас и делаю их таким образом как на фото, предварительно смазав руки растительным маслом. Но можно делать и руками.; Обжариваем на быстром огне со всех сторон до румяной корочки и складываем в кастрюлю с толстым дном или в казан.; Режем лук кольцами и кладем сверху на мититеи, кидаем перец горошком и лавровый лист.; Заливаем кипятком, воду посолить по вкусу! Закрываем крышкой и даем закипеть. Затем убавляем огонь и тушим до готовности. Примерно минут 30.; Вот и готовые мититеи! Аромат... мммммм... на всю квартиру!!!; Накладываем на тарелки и лопаем за обе щеки! :) Обычно на одну порцию подают 2 мититеи, но в нашей семье любят поесть! :) На гарнир лучше картофельное пюре или макароны. Но можно и с другими кашами - по желанию и по вкусу!; Или можно подать с зеленым горошком и репчатым луком, а еще лучше с зеленым лучком!!! Еще очень хорошо к ним подходит молдавский соус ""Муждей"", но это на любителя!","{""calories"": ""2725.1 ккал"", ""protein"": ""178.6 г"", ""fat"": ""189.7 г"", ""carbohydrates"": ""83.1 г""}"
hot_food_42,Мясо по-французски,hot_food,Картофель — 1.5 кг; Говядина — 750 г; Лук репчатый (большой) — 2 шт; Сыр твердый — 200 г; Майонез — 150 г; Соль — 1 ст. л.; Перец черный — 1/3 ч. л.; Чеснок — 3 зуб.; Приправа (для отбивных по-вкусу) — 1/3 ст. л.,"Разрезаем на кусочки, примерно 1,5 -2 см толщиной и величиной, как на отбивные. Отбиваем с двух сторон, солим, перчим, чесночим, приправляем!; Картошечку чистим, режем тонкими кольцами, чуток солим, добавляем полную ложку майонеза, перемешиваем. Лук режем тонкими кольцами.; Выкладываем на противень (смазывать маслом не надо) первый слой картофеля, посыпаем луком и немного тертого сыра.; Сверху укладываем второй слой картофеля и также посыпаем лучком и сыром.; Накрываем нашу красоту мясом; Посыпаем луком; Обильно промазываем майонезом; И сыр! Все просто! Накрываем противень фольгой и в духовочку на полтора часа на среднем огне. Кто любит порумянее, за 15 минут снимите фольгу! Приятного Аппетита!","{""calories"": ""4108.2 ккал"", ""protein"": ""220.3 г"", ""fat"": ""204.2 г"", ""carbohydrates"": ""342.7 г""}"
hot_food_43,Ленивые голубцы,hot_food,Лук репчатый (1 луковица в фарш и 1 луковица в соус) — 2 шт; Рис (отварной) — 1 стак.; Фарш мясной — 400 г; Капуста белокочанная / Капустa — 400 г; Яйцо куриное — 1 шт; Морковь (маленькая) — 1 шт; Томатная паста — 1 ст. л.,"Капусту мелко порезать, ошпарить ее кипятком и дать постоять минут 5 (это сделает ее мягче и удалит горечь).; Рис отварить в подсоленной воде.; Мясо прокрутить на мясорубку, добавить мелко порезанный лук, рис, капусту и яйцо; посолить и поперчить. Хорошенько все перемешать!; На смазанный противень выложить мелко порезанную капусту (во избежание пригорания).; Из получившегося фарша сформировать котлеты.; Тем временем лук и морковь обжарить, добавить томат. пасту, разведенную ~1 стаканом воды. Посолить, поперчить (я еще и сахар добавляю).; Залить соусом наши голубчики и отправить в духовку на 40-60 мин.; Вот такая красота у нас получается! Приятного аппетита!; Наслаждайтесь!","{""calories"": ""1444.1 ккал"", ""protein"": ""37.6 г"", ""fat"": ""13.7 г"", ""carbohydrates"": ""179.9 г""}"
hot_food_44,Постные котлеты,hot_food,"Специи — по вкусу; Соль — по вкусу; Сухари панировочные / Панировка; Масло растительное (для жарки); Зелень (у меня укроп) — 1/2 пуч.; Мука пшеничная / Мука — 0,5 стак.; Крупа манная — 0,5 стак.; Капуста белокочанная / Капустa — 1 кг; Лук репчатый — 1 шт; Чеснок — 2 зуб.","Капусту разрежьте на 4 части и приварите в подсоленной воде минут 8-10.; Откиньте капусту на дуршлаг, пропустите через мясорубку и отожмите, чтобы удалить воду.; На мелкой терке натрите лук и пропустите чеснок через пресс.; Укроп мелко нарежьте.; К капусте добавьте лук, чеснок и зелень. Посолите, приправьте специями по вкусу.; Добавьте муку, манную крупу.; Тщательно перемешайте.; Сформируйте из этой массы котлетки, обваляйте в панировочных сухарях.; И обжарьте на растительном масле до хрустящей золотистой корочки. Приятного аппетита!!!","{""calories"": ""587.2 ккал"", ""protein"": ""26.7 г"", ""fat"": ""12.1 г"", ""carbohydrates"": ""96.3 г""}"
